age,gender,income,credit_score,transaction_amount,merchant_category,merchant_country,merchant_city,transaction_time,label
56,M,60353,825,1215,Entertainment,Mexico,New York,11,0.0
63,F,64958,309,2193,Restaurants,USA,Los Angeles,23,0.0
39,F,2248,750,4207,Entertainment,Mexico,Mexico City,14,0.0
60,F,26661,775,2598,Entertainment,Canada,Vancouver,16,0.0
24,M,61958,768,8509,Entertainment,Canada,New York,0,0.0
58,F,41410,570,1302,Grocery,USA,Vancouver,1,0.0
58,M,98573,614,380,Grocery,Mexico,Mexico City,23,0.0
41,F,37074,884,8779,Gas,Canada,Toronto,22,0.0
34,F,19704,800,7113,Gas,Canada,New York,23,0.0
51,F,34075,533,9792,Gas,Mexico,Vancouver,4,0.0
21,F,75267,809,983,Restaurants,USA,Mexico City,18,0.0
24,M,37345,306,4683,Gas,Canada,Toronto,9,0.0
56,F,80976,632,7029,Entertainment,Mexico,Mexico City,5,0.0
38,M,55019,413,3220,Grocery,Canada,Toronto,12,0.0
58,F,82353,405,8475,Entertainment,Canada,Los Angeles,10,0.0
37,M,42670,465,5930,Grocery,Canada,New York,18,0.0
56,M,64383,779,7262,Gas,Canada,New York,17,0.0
22,M,52401,632,7558,Restaurants,Canada,Los Angeles,21,0.0
68,M,30534,509,7247,Restaurants,USA,Mexico City,13,0.0
42,F,51185,595,4012,Gas,Canada,Mexico City,6,0.0
48,M,3137,651,5250,Restaurants,Canada,Los Angeles,13,0.0
39,F,10894,674,2910,Grocery,USA,Vancouver,14,0.0
49,F,88827,478,7093,Restaurants,Canada,Los Angeles,14,0.0
49,M,63439,812,9119,Entertainment,USA,Mexico City,21,0.0
38,F,42136,436,3668,Restaurants,USA,Los Angeles,20,0.0
56,F,5747,861,2900,Entertainment,Canada,Mexico City,7,0.0
67,M,67166,692,754,Entertainment,USA,Vancouver,3,0.0
47,M,2306,382,7078,Restaurants,Mexico,Vancouver,4,0.0
63,M,86710,795,3298,Restaurants,Canada,Toronto,22,0.0
65,F,13038,886,1082,Entertainment,Mexico,Mexico City,0,0.0
46,M,64700,879,8411,Restaurants,USA,New York,12,0.0
54,M,14550,691,4843,Restaurants,Canada,New York,3,0.0
63,M,20778,345,1286,Gas,Mexico,Vancouver,6,0.0
69,F,19279,464,6470,Entertainment,Canada,Toronto,1,0.0
67,F,26703,636,3886,Gas,USA,Mexico City,17,0.0
40,M,25089,729,6297,Gas,Canada,Mexico City,17,0.0
25,F,50497,636,1127,Restaurants,Mexico,Los Angeles,10,0.0
50,M,74995,570,667,Gas,USA,Toronto,15,0.0
60,F,62339,487,303,Restaurants,USA,Vancouver,15,0.0
55,F,64377,818,6572,Grocery,Mexico,Toronto,19,0.0
44,F,57361,621,4658,Gas,USA,Vancouver,23,0.0
45,F,66085,697,2185,Grocery,Mexico,Toronto,10,0.0
55,F,23890,869,41,Entertainment,Mexico,Mexico City,5,0.0
34,M,51616,731,8898,Gas,Canada,Mexico City,0,0.0
18,M,83933,403,3326,Grocery,Canada,Toronto,18,0.0
42,F,91751,385,2523,Grocery,Mexico,Vancouver,18,0.0
52,M,70069,578,2301,Entertainment,Mexico,Mexico City,10,0.0
46,F,54593,760,531,Entertainment,Canada,Vancouver,13,0.0
67,M,23462,431,4005,Grocery,Canada,New York,6,0.0
50,F,47982,426,8547,Gas,USA,Toronto,2,0.0
59,F,93254,616,8535,Grocery,Canada,New York,0,0.0
51,M,55229,466,9098,Restaurants,USA,Los Angeles,4,0.0
22,F,26941,507,3940,Entertainment,USA,Los Angeles,1,0.0
58,F,71440,341,988,Restaurants,USA,Toronto,16,0.0
69,M,58276,343,1970,Entertainment,Mexico,Mexico City,6,0.0
68,F,42149,703,4044,Gas,USA,Vancouver,1,0.0
35,M,76759,413,5724,Gas,USA,Vancouver,9,0.0
23,F,84330,311,7805,Restaurants,Mexico,New York,12,0.0
45,M,93728,307,7085,Entertainment,USA,New York,14,0.0
37,F,61542,782,384,Grocery,USA,Mexico City,15,0.0
22,F,56832,418,3696,Grocery,Mexico,Toronto,20,0.0
33,M,63546,811,9929,Gas,Mexico,Mexico City,9,0.0
23,F,39121,589,3987,Grocery,USA,Toronto,9,0.0
51,F,90471,335,6257,Grocery,Mexico,Mexico City,12,0.0
60,M,82137,631,6607,Restaurants,USA,New York,16,0.0
26,M,98546,387,7303,Grocery,Canada,New York,14,0.0
56,F,16504,444,2410,Gas,Canada,Vancouver,17,0.0
41,M,84454,815,6136,Gas,USA,Vancouver,9,0.0
60,M,2676,597,7403,Restaurants,Mexico,New York,8,0.0
67,M,85077,358,3219,Gas,Canada,Vancouver,18,0.0
58,M,37145,511,3664,Entertainment,USA,Mexico City,3,0.0
61,M,97192,879,231,Restaurants,Canada,Mexico City,1,0.0
42,M,15395,585,6036,Entertainment,USA,Vancouver,7,0.0
57,M,59563,718,182,Restaurants,USA,New York,10,0.0
51,F,19100,687,8583,Grocery,USA,Los Angeles,9,0.0
31,M,57917,870,9742,Entertainment,Mexico,Los Angeles,18,0.0
49,F,79234,688,9443,Grocery,Mexico,Vancouver,6,0.0
42,F,12343,663,1428,Grocery,Canada,Mexico City,22,0.0
66,F,57379,625,7333,Gas,USA,Vancouver,9,0.0
44,M,98054,366,451,Restaurants,USA,Mexico City,21,0.0
69,F,18616,400,8528,Restaurants,Canada,Mexico City,8,0.0
56,F,4687,489,307,Gas,Canada,New York,18,0.0
24,M,94360,660,5814,Grocery,Canada,New York,16,0.0
21,M,35802,453,5252,Entertainment,Canada,Mexico City,6,0.0
66,F,46911,392,1535,Entertainment,Canada,Toronto,15,0.0
49,M,65776,627,3077,Gas,Mexico,New York,17,0.0
34,F,79383,336,5332,Restaurants,Mexico,New York,2,0.0
54,F,15031,539,6407,Entertainment,Canada,Los Angeles,23,0.0
68,F,88467,733,313,Entertainment,USA,New York,21,0.0
65,F,49106,802,241,Grocery,Mexico,Mexico City,4,0.0
20,F,39892,737,7597,Entertainment,Mexico,New York,3,0.0
54,F,57960,398,3520,Entertainment,USA,Mexico City,9,0.0
40,F,69578,722,2830,Restaurants,USA,New York,6,0.0
39,F,42191,378,3992,Restaurants,Canada,New York,16,0.0
56,M,62770,833,9794,Restaurants,Canada,Toronto,23,0.0
39,F,84172,381,4072,Entertainment,Mexico,Vancouver,4,0.0
67,M,56948,612,1806,Entertainment,Mexico,Mexico City,17,0.0
47,F,34655,593,8931,Restaurants,USA,Mexico City,5,0.0
48,M,45316,487,4937,Gas,Canada,Los Angeles,22,0.0
67,M,36804,700,471,Gas,Mexico,Toronto,4,0.0
64,F,25740,534,727,Restaurants,Canada,Toronto,0,0.0
55,F,4989,318,4537,Grocery,USA,Vancouver,13,0.0
54,M,8403,716,6382,Restaurants,Canada,Toronto,19,0.0
62,M,30613,434,9167,Gas,Mexico,New York,16,0.0
30,M,54761,659,3381,Entertainment,Mexico,Los Angeles,7,0.0
31,F,98863,326,3987,Gas,Mexico,Mexico City,14,0.0
27,F,21050,894,4899,Entertainment,Mexico,Mexico City,5,0.0
38,M,99220,707,8490,Gas,Canada,Los Angeles,22,0.0
62,F,99787,893,5338,Restaurants,Canada,Los Angeles,3,0.0
39,M,32879,744,687,Restaurants,USA,New York,8,0.0
62,M,36299,548,6979,Entertainment,Mexico,Vancouver,23,0.0
24,M,97628,618,8652,Entertainment,USA,New York,11,0.0
59,M,4146,728,2113,Gas,Canada,New York,20,0.0
29,F,21946,454,6025,Restaurants,Mexico,Toronto,13,0.0
69,M,52549,320,405,Restaurants,Canada,New York,16,0.0
60,F,12368,388,6675,Entertainment,Canada,Mexico City,21,0.0
62,F,82167,846,5851,Gas,USA,Vancouver,18,0.0
41,F,13800,426,1976,Entertainment,Mexico,Los Angeles,6,0.0
69,F,96580,317,3359,Grocery,Mexico,Los Angeles,18,0.0
40,F,76429,512,6712,Grocery,Canada,Vancouver,7,0.0
41,F,79096,366,3931,Entertainment,USA,Los Angeles,18,0.0
45,M,42329,602,6469,Entertainment,Canada,Toronto,22,0.0
59,M,30482,827,4692,Restaurants,Mexico,Mexico City,3,0.0
58,M,7687,812,1084,Entertainment,Canada,Mexico City,23,0.0
67,F,65752,728,3889,Restaurants,USA,Mexico City,9,0.0
68,F,45200,460,588,Grocery,Mexico,Mexico City,13,0.0
55,M,9232,710,8341,Gas,Mexico,Toronto,19,0.0
28,F,94896,858,6025,Restaurants,Mexico,Toronto,18,0.0
62,M,58780,739,9377,Grocery,Mexico,Vancouver,7,0.0
63,F,52502,432,2092,Entertainment,Mexico,New York,17,0.0
43,M,33459,515,4737,Entertainment,USA,Vancouver,8,0.0
53,M,75163,381,4726,Gas,Mexico,Toronto,0,0.0
37,M,52840,519,3874,Grocery,USA,Toronto,5,0.0
19,F,43430,739,2089,Grocery,Canada,New York,0,0.0
66,F,34110,380,8968,Grocery,Mexico,Mexico City,14,0.0
47,F,14264,402,8510,Gas,Canada,Mexico City,5,0.0
21,M,56186,899,5126,Gas,USA,Toronto,10,0.0
23,M,98702,307,3434,Restaurants,Mexico,New York,17,0.0
49,F,90305,494,7774,Grocery,Canada,Los Angeles,21,0.0
35,F,92925,349,3585,Entertainment,Mexico,Toronto,21,0.0
42,F,85397,412,4012,Grocery,USA,New York,17,0.0
42,F,70303,607,2125,Grocery,USA,Vancouver,11,0.0
41,F,6823,525,3394,Entertainment,Mexico,New York,18,0.0
51,F,87533,599,6385,Entertainment,USA,Los Angeles,22,0.0
66,F,24023,486,2504,Gas,Canada,Vancouver,1,0.0
61,F,75539,645,1122,Restaurants,Mexico,Los Angeles,11,0.0
53,F,58692,397,6458,Entertainment,Mexico,New York,10,0.0
36,M,15285,737,1553,Restaurants,Mexico,New York,11,0.0
61,F,20696,708,4859,Restaurants,Canada,New York,15,0.0
31,M,79319,661,6255,Grocery,USA,Toronto,23,0.0
22,F,33081,489,6254,Grocery,Mexico,Toronto,11,0.0
29,F,29771,363,9348,Grocery,Canada,Toronto,0,0.0
46,F,67271,683,8219,Gas,Canada,New York,12,0.0
35,M,89361,848,1576,Entertainment,Canada,Toronto,19,0.0
58,M,64473,486,4305,Grocery,Canada,Toronto,5,0.0
30,M,50616,542,36,Entertainment,Canada,New York,1,0.0
33,M,93719,867,2375,Entertainment,Canada,Mexico City,20,0.0
58,F,37934,603,4561,Entertainment,Canada,Mexico City,4,0.0
66,M,41791,337,1554,Restaurants,Mexico,Los Angeles,22,0.0
54,F,84781,875,9179,Entertainment,USA,Toronto,13,0.0
49,F,14015,816,1009,Restaurants,USA,Toronto,19,0.0
38,M,11893,778,677,Restaurants,Canada,Los Angeles,18,0.0
35,F,65130,759,4099,Entertainment,USA,Toronto,17,0.0
28,M,94585,442,2830,Entertainment,Canada,Mexico City,1,0.0
35,F,76345,786,6282,Restaurants,Canada,Mexico City,1,0.0
21,F,43059,362,2534,Gas,Mexico,Vancouver,20,0.0
41,F,52648,714,3833,Gas,Canada,Toronto,15,0.0
43,F,90728,577,7491,Entertainment,Canada,Vancouver,23,0.0
26,F,83102,636,2732,Grocery,Mexico,New York,17,0.0
54,F,22984,476,821,Entertainment,Mexico,Los Angeles,15,0.0
58,F,43387,591,2337,Restaurants,Mexico,Toronto,22,0.0
38,M,5786,677,6692,Grocery,USA,Toronto,17,0.0
37,F,32335,540,3630,Grocery,Mexico,Toronto,5,0.0
53,M,13120,527,4773,Entertainment,Mexico,Vancouver,13,0.0
26,F,9114,562,5290,Restaurants,Canada,New York,0,0.0
48,M,41036,459,6608,Gas,USA,Toronto,9,0.0
50,F,43867,448,6756,Entertainment,Canada,New York,23,0.0
40,F,82253,863,5957,Entertainment,Mexico,Mexico City,5,0.0
68,M,68828,520,3778,Entertainment,Canada,New York,17,0.0
36,M,33055,361,7407,Grocery,Canada,Los Angeles,22,0.0
69,F,26414,552,3421,Restaurants,USA,Toronto,1,0.0
45,M,93360,521,6577,Restaurants,USA,Los Angeles,4,0.0
23,F,1660,795,2397,Restaurants,Canada,Mexico City,22,0.0
37,M,61720,645,3773,Restaurants,Canada,Vancouver,1,0.0
46,F,62177,642,6569,Grocery,Mexico,Toronto,15,0.0
57,M,69002,493,4359,Gas,Canada,New York,12,0.0
52,F,11043,509,232,Entertainment,Canada,Mexico City,18,0.0
40,F,91735,355,6226,Entertainment,USA,Toronto,20,0.0
36,M,53781,727,8843,Gas,Canada,Vancouver,16,0.0
66,M,38995,546,6125,Entertainment,Mexico,Vancouver,22,0.0
22,F,22920,850,664,Grocery,Mexico,Los Angeles,17,0.0
59,M,35964,425,7463,Entertainment,Mexico,New York,3,0.0
45,M,74585,498,5791,Restaurants,Mexico,Vancouver,18,0.0
24,F,49821,318,3904,Restaurants,Canada,Vancouver,15,0.0
59,F,7469,882,3821,Grocery,Mexico,Mexico City,22,0.0
49,M,60012,361,9597,Restaurants,USA,Toronto,15,0.0
49,F,81745,730,858,Restaurants,Mexico,Los Angeles,2,0.0
49,M,22026,322,2318,Grocery,Canada,Vancouver,19,0.0
24,F,38798,553,2010,Entertainment,Mexico,Los Angeles,20,0.0
49,F,45033,848,7738,Restaurants,Canada,Toronto,6,0.0
49,F,40572,785,8297,Restaurants,Canada,Mexico City,6,0.0
19,F,61205,559,6680,Restaurants,Canada,Los Angeles,21,0.0
51,F,36275,539,8418,Restaurants,Canada,Toronto,16,1.0
68,M,43938,896,3138,Grocery,Canada,Los Angeles,18,0.0
58,M,87458,869,3798,Restaurants,Mexico,Mexico City,17,0.0
57,F,8147,468,4337,Restaurants,USA,Vancouver,21,0.0
29,M,76387,477,2994,Entertainment,Mexico,Los Angeles,0,0.0
57,M,38140,527,7040,Grocery,USA,Los Angeles,20,0.0
48,F,97263,830,8099,Grocery,Canada,Mexico City,17,0.0
69,M,78559,764,1282,Entertainment,Mexico,New York,21,0.0
48,M,90640,866,9701,Restaurants,USA,Mexico City,14,0.0
20,F,11294,572,2044,Entertainment,Mexico,Vancouver,23,0.0
68,M,86315,376,9286,Grocery,Canada,Vancouver,22,0.0
22,F,94197,800,6733,Restaurants,Canada,Toronto,10,0.0
58,F,19274,395,6795,Restaurants,Mexico,Vancouver,0,0.0
47,M,65983,343,2465,Grocery,USA,New York,1,0.0
26,M,42455,547,7090,Gas,USA,New York,12,0.0
57,F,58378,543,5754,Entertainment,Canada,Mexico City,15,0.0
28,F,73638,838,9045,Grocery,Mexico,Toronto,5,0.0
18,F,46169,750,5126,Entertainment,Canada,Vancouver,4,0.0
21,M,93052,519,6058,Restaurants,Canada,Vancouver,4,0.0
21,M,89371,771,8130,Entertainment,Mexico,New York,21,0.0
22,M,62910,855,6146,Restaurants,USA,New York,11,0.0
45,F,31392,526,2142,Entertainment,USA,Mexico City,5,0.0
63,M,77037,711,4158,Gas,USA,Toronto,2,0.0
68,F,77640,398,9881,Entertainment,Mexico,Vancouver,0,0.0
44,F,89723,789,4455,Gas,Canada,Los Angeles,9,0.0
43,M,30690,522,4769,Restaurants,Mexico,Vancouver,22,0.0
36,M,97973,551,6885,Restaurants,Canada,Vancouver,3,0.0
20,M,98409,671,5409,Entertainment,Canada,Mexico City,15,0.0
55,M,8597,696,4578,Entertainment,Canada,Mexico City,23,0.0
57,M,84535,806,9804,Grocery,USA,Los Angeles,7,0.0
66,F,7469,805,1994,Grocery,Canada,Los Angeles,18,0.0
24,F,77816,792,5076,Entertainment,USA,Vancouver,10,0.0
41,F,67513,859,6137,Restaurants,USA,New York,9,0.0
29,F,56353,372,8222,Gas,Canada,Toronto,10,0.0
58,F,90839,472,6720,Gas,USA,Toronto,3,0.0
22,F,24644,778,7185,Entertainment,Canada,Vancouver,4,0.0
18,M,52190,535,8942,Entertainment,Mexico,Mexico City,4,0.0
22,M,26519,433,5486,Restaurants,USA,Mexico City,8,0.0
68,F,99814,343,4752,Gas,Canada,Vancouver,1,0.0
42,M,78620,515,6601,Grocery,Mexico,Mexico City,21,0.0
18,F,1576,531,6832,Gas,Canada,Los Angeles,4,0.0
32,M,96621,386,5127,Entertainment,Mexico,Vancouver,13,0.0
26,F,8726,632,6267,Restaurants,USA,Los Angeles,18,0.0
63,M,9978,348,908,Restaurants,Mexico,Vancouver,23,0.0
46,M,31463,600,6880,Grocery,Mexico,Los Angeles,20,0.0
37,M,93650,657,9755,Grocery,Mexico,Toronto,18,0.0
61,F,73585,696,8204,Entertainment,Mexico,Los Angeles,11,0.0
46,F,22764,450,3568,Gas,Canada,New York,8,0.0
30,M,1394,735,4348,Gas,Canada,Los Angeles,13,0.0
45,M,40821,832,1272,Restaurants,Canada,Los Angeles,8,0.0
55,F,82915,864,3491,Entertainment,USA,Los Angeles,8,0.0
57,F,42905,315,2945,Restaurants,Canada,New York,16,0.0
55,M,23012,588,9634,Restaurants,Canada,Vancouver,21,0.0
22,M,92812,377,4916,Restaurants,Canada,Toronto,18,0.0
37,F,58452,683,9777,Grocery,USA,Los Angeles,14,0.0
30,F,64147,635,8003,Entertainment,Mexico,Toronto,18,0.0
64,F,60370,551,6106,Restaurants,Canada,Mexico City,2,0.0
30,F,52222,860,4830,Grocery,Mexico,Mexico City,14,0.0
23,M,4723,304,4027,Gas,USA,Los Angeles,18,0.0
58,M,10450,780,5361,Restaurants,Mexico,Toronto,23,0.0
52,M,94668,827,417,Entertainment,USA,Mexico City,12,0.0
44,M,63344,354,2205,Grocery,Mexico,Mexico City,4,0.0
51,F,88475,870,8488,Grocery,Mexico,New York,12,0.0
31,F,34410,866,6870,Restaurants,Canada,Mexico City,16,0.0
29,F,99337,707,2841,Entertainment,USA,Los Angeles,17,0.0
47,M,99084,721,8481,Restaurants,Canada,New York,10,0.0
46,F,55279,765,9184,Entertainment,Mexico,New York,10,0.0
51,F,52799,378,1654,Entertainment,Mexico,Los Angeles,9,0.0
68,M,51839,558,3918,Gas,USA,Toronto,9,0.0
31,F,52925,775,2425,Restaurants,Mexico,Los Angeles,13,0.0
51,M,61526,840,5563,Gas,Canada,Mexico City,7,0.0
32,M,84577,734,6940,Grocery,Mexico,Vancouver,22,0.0
67,F,52355,689,9332,Restaurants,Canada,New York,1,0.0
28,M,36861,787,6541,Restaurants,Mexico,Los Angeles,4,0.0
41,M,2314,406,7131,Grocery,USA,New York,12,0.0
58,M,8450,471,6568,Restaurants,Mexico,Toronto,4,0.0
57,M,18902,551,9437,Gas,Mexico,Vancouver,2,0.0
33,M,2486,634,9276,Entertainment,Mexico,Los Angeles,1,0.0
59,F,51752,389,1544,Entertainment,Canada,Los Angeles,5,0.0
55,F,20673,752,2430,Grocery,USA,Toronto,19,0.0
48,F,51272,888,1462,Gas,Canada,Mexico City,22,0.0
50,F,16465,842,2156,Restaurants,Mexico,Mexico City,3,0.0
49,F,19574,608,3682,Entertainment,Canada,Mexico City,1,0.0
48,F,80136,532,874,Grocery,USA,New York,11,0.0
59,M,34289,567,2097,Gas,USA,Los Angeles,18,0.0
28,F,10634,517,2017,Grocery,Mexico,Vancouver,7,0.0
41,M,67211,701,8539,Restaurants,USA,Mexico City,17,0.0
53,M,46081,666,1596,Restaurants,Canada,New York,22,0.0
68,F,57705,441,5321,Gas,Mexico,New York,7,0.0
28,M,30150,411,506,Restaurants,Canada,Toronto,8,0.0
41,F,3260,320,7941,Entertainment,Canada,Mexico City,13,0.0
67,F,71603,363,9600,Grocery,Mexico,Toronto,21,0.0
59,M,87710,430,6485,Grocery,Canada,Vancouver,5,0.0
65,M,5269,508,5108,Restaurants,Mexico,Toronto,17,0.0
45,M,88363,540,1180,Restaurants,Canada,Mexico City,18,0.0
66,F,98959,573,8101,Gas,Canada,New York,2,0.0
18,F,22169,487,6279,Grocery,USA,Mexico City,22,0.0
50,F,32625,339,5129,Entertainment,Mexico,New York,18,0.0
23,F,15614,785,2608,Grocery,Mexico,Toronto,8,0.0
36,F,84644,533,5481,Gas,USA,Toronto,22,0.0
67,F,60638,664,3216,Grocery,Mexico,Vancouver,9,0.0
69,M,83106,326,4464,Restaurants,USA,Mexico City,18,0.0
24,M,35952,586,4184,Gas,Canada,Los Angeles,21,0.0
67,M,79764,718,5827,Entertainment,Canada,New York,7,0.0
47,M,99506,728,5360,Entertainment,Canada,Vancouver,10,0.0
69,F,21881,610,2978,Restaurants,USA,New York,5,0.0
69,F,19019,658,9385,Entertainment,Mexico,Los Angeles,17,0.0
43,M,75753,776,8994,Gas,USA,Los Angeles,7,0.0
56,F,4897,689,8516,Gas,Canada,Los Angeles,1,0.0
68,F,56193,865,3443,Restaurants,Mexico,Mexico City,23,0.0
48,F,34650,464,8001,Restaurants,USA,Los Angeles,16,0.0
35,M,26272,869,838,Entertainment,Mexico,Vancouver,22,0.0
65,M,18219,308,5673,Restaurants,Mexico,New York,18,0.0
50,M,17503,675,1180,Entertainment,Canada,New York,4,0.0
46,M,11590,779,1697,Gas,Canada,New York,8,0.0
39,F,29649,756,1754,Grocery,Mexico,Toronto,8,0.0
33,M,80093,466,129,Gas,Canada,Los Angeles,11,0.0
20,F,7697,847,3848,Restaurants,Mexico,New York,8,0.0
43,M,19814,718,1468,Gas,Canada,Los Angeles,18,0.0
67,F,19082,837,6120,Gas,Mexico,Mexico City,0,0.0
45,M,30267,308,8570,Gas,USA,New York,4,0.0
18,M,91121,590,5536,Entertainment,Canada,Toronto,20,0.0
45,F,19814,415,7367,Grocery,Canada,Vancouver,3,0.0
24,M,69619,302,4058,Gas,Mexico,Toronto,17,0.0
64,F,75596,892,394,Gas,USA,Los Angeles,9,0.0
23,M,60421,385,6809,Grocery,Canada,New York,20,0.0
18,M,88158,498,9128,Gas,Mexico,Mexico City,19,0.0
30,M,26225,492,7829,Grocery,Canada,Toronto,9,0.0
46,F,56789,520,5561,Restaurants,USA,Los Angeles,16,0.0
50,F,58456,334,1300,Gas,Canada,Vancouver,1,0.0
62,F,58120,805,3817,Grocery,USA,New York,14,0.0
30,M,49272,340,1006,Restaurants,Canada,New York,16,0.0
54,F,40733,657,2428,Entertainment,Canada,Vancouver,16,0.0
35,F,45304,869,6039,Restaurants,USA,Mexico City,4,0.0
55,F,80367,653,1306,Restaurants,Canada,Vancouver,13,0.0
62,M,50794,573,7927,Grocery,Mexico,Los Angeles,20,0.0
40,M,79859,398,9538,Entertainment,USA,Vancouver,16,0.0
45,M,89854,626,5608,Restaurants,Canada,Mexico City,23,0.0
60,M,67882,366,8034,Grocery,Mexico,Toronto,2,0.0
36,F,45276,411,4622,Entertainment,USA,Los Angeles,9,0.0
42,M,53307,544,4383,Gas,Mexico,Vancouver,20,0.0
66,F,75491,460,6456,Grocery,Canada,Vancouver,8,0.0
37,M,15248,606,399,Entertainment,Mexico,Mexico City,17,0.0
27,F,43126,576,346,Restaurants,USA,Vancouver,15,0.0
39,M,15094,333,7454,Entertainment,USA,Vancouver,16,0.0
29,M,20414,712,9369,Entertainment,Canada,New York,18,0.0
36,F,93863,537,3265,Entertainment,Canada,Los Angeles,2,0.0
60,F,17247,850,8994,Grocery,Canada,Mexico City,0,0.0
50,M,9640,569,6718,Gas,Mexico,New York,13,0.0
49,M,44721,873,5234,Restaurants,Canada,New York,3,0.0
65,M,41393,678,4035,Restaurants,Mexico,Los Angeles,0,0.0
47,F,6984,506,4190,Restaurants,Mexico,Toronto,4,0.0
38,F,30458,605,6180,Entertainment,Canada,New York,20,0.0
46,F,72409,872,9264,Gas,Canada,Los Angeles,2,0.0
59,M,98401,321,7257,Gas,Canada,New York,6,0.0
47,F,25213,606,4337,Grocery,Mexico,Toronto,0,0.0
56,F,8898,556,2341,Grocery,Canada,Mexico City,4,0.0
37,M,93830,353,3275,Entertainment,USA,Vancouver,10,0.0
59,F,7941,845,9334,Entertainment,Mexico,Mexico City,13,0.0
20,M,60977,753,5012,Restaurants,USA,Los Angeles,0,0.0
55,M,27627,510,3116,Grocery,Canada,Los Angeles,20,0.0
29,F,23955,512,466,Restaurants,USA,New York,16,0.0
23,F,84818,811,1198,Restaurants,USA,New York,7,0.0
22,M,18848,809,6350,Restaurants,Canada,Los Angeles,4,0.0
45,F,38056,672,9095,Grocery,Canada,Vancouver,12,0.0
36,M,85756,330,755,Entertainment,Canada,Los Angeles,12,0.0
30,M,74195,391,7631,Grocery,Mexico,Los Angeles,13,0.0
50,M,40881,400,6695,Restaurants,USA,Vancouver,5,0.0
37,F,31563,391,3371,Entertainment,Mexico,New York,7,0.0
54,F,33661,885,8566,Entertainment,Canada,New York,16,0.0
44,M,41447,449,5019,Restaurants,USA,Toronto,7,0.0
58,F,54990,867,5,Entertainment,USA,Mexico City,6,0.0
46,M,45952,732,7583,Grocery,USA,Los Angeles,20,0.0
31,F,37407,593,6026,Gas,USA,Toronto,4,0.0
40,F,30808,463,7530,Restaurants,Mexico,New York,18,0.0
29,F,42671,688,4842,Entertainment,Mexico,Los Angeles,1,0.0
52,M,32724,347,5234,Entertainment,Mexico,New York,3,0.0
48,F,21583,508,5718,Entertainment,USA,Toronto,12,0.0
36,F,20728,617,3074,Gas,Mexico,Vancouver,13,0.0
65,M,50641,773,8285,Entertainment,Mexico,Toronto,1,0.0
28,M,77680,662,2571,Restaurants,Mexico,Los Angeles,20,0.0
67,M,6522,362,7000,Grocery,USA,Los Angeles,6,0.0
36,F,27786,450,5510,Gas,Mexico,Toronto,23,0.0
68,M,21976,697,6648,Gas,Mexico,Mexico City,12,0.0
63,M,71682,858,2797,Grocery,Canada,Mexico City,12,0.0
36,M,27192,502,9763,Restaurants,Mexico,Mexico City,19,0.0
18,F,61845,752,7724,Restaurants,Canada,New York,0,0.0
33,F,73635,592,5010,Grocery,Mexico,Los Angeles,16,0.0
38,M,32814,743,5768,Grocery,Canada,Mexico City,8,0.0
67,F,92850,775,2932,Grocery,USA,New York,22,0.0
62,M,96800,512,4127,Restaurants,Mexico,Vancouver,12,0.0
41,M,45601,566,3140,Entertainment,Canada,Vancouver,10,0.0
51,F,91508,313,2649,Entertainment,Canada,New York,19,0.0
43,F,61594,584,2153,Grocery,USA,Vancouver,21,0.0
59,M,36076,422,4627,Restaurants,USA,Vancouver,6,0.0
27,M,76912,402,9865,Gas,Canada,Los Angeles,22,0.0
41,M,28885,406,8442,Restaurants,USA,Toronto,0,0.0
51,F,88875,760,9402,Restaurants,USA,Los Angeles,3,0.0
55,M,23688,312,7757,Gas,Canada,Los Angeles,1,0.0
24,F,5767,482,8222,Gas,Canada,Vancouver,12,0.0
42,F,43733,892,8466,Gas,USA,Los Angeles,21,0.0
48,M,1858,687,6343,Grocery,USA,Toronto,14,0.0
22,M,50008,560,5006,Grocery,Mexico,Toronto,21,0.0
25,M,84207,670,1423,Gas,USA,Toronto,18,0.0
53,M,67307,429,5501,Grocery,USA,Vancouver,19,0.0
66,F,44419,505,3163,Gas,Canada,Mexico City,20,0.0
19,M,16416,575,7599,Entertainment,Mexico,Los Angeles,5,0.0
22,F,62784,333,6909,Entertainment,USA,Los Angeles,8,0.0
55,M,63327,879,2928,Gas,Canada,Vancouver,18,0.0
20,F,52041,316,3184,Grocery,Canada,Vancouver,3,0.0
64,F,77189,679,4639,Gas,Canada,Mexico City,2,0.0
30,M,64693,591,6731,Restaurants,Mexico,Toronto,21,0.0
28,M,2091,708,5557,Restaurants,USA,Los Angeles,17,0.0
52,M,36221,710,6192,Restaurants,Canada,New York,14,0.0
63,M,63768,861,1686,Gas,USA,New York,20,0.0
20,F,27804,640,6416,Entertainment,Canada,Mexico City,19,0.0
34,M,61409,527,2114,Gas,Mexico,Los Angeles,18,0.0
69,F,95826,837,1339,Gas,USA,New York,14,0.0
59,M,19735,633,6367,Gas,Canada,Vancouver,7,0.0
67,F,1706,670,2028,Gas,Canada,New York,1,0.0
59,F,40442,709,1120,Grocery,Mexico,New York,16,0.0
45,F,2174,741,9676,Gas,Mexico,Vancouver,2,0.0
28,M,66533,477,9887,Grocery,Canada,Mexico City,17,0.0
30,M,28887,601,76,Grocery,Mexico,Mexico City,17,0.0
42,F,55784,509,2441,Restaurants,USA,Mexico City,1,0.0
